round,agent_id,satisfaction,wealth,flood_results,flood_damages,new_measures,measures
0,a1,5,2000.0,,0,,
0,a2,5,5000.0,,0,,
0,a3,5,30000.0,,0,,
0,a4,5,5000.0,,0,,
0,a5,5,0.0,,0,,
0,a6,5,0.0,,0,,
0,a7,5,2000.0,,0,,
0,a8,5,0.0,,0,,
0,a9,5,30000.0,,0,,
0,a10,5,5000.0,,0,,
0,a11,5,0.0,,0,,
0,a12,5,15000.0,,0,,
0,a13,5,5000.0,,0,,
0,a14,5,50000.0,,0,,
0,a15,5,30000.0,,0,,
0,a16,5,2000.0,,0,,
0,a17,5,5000.0,,0,,
0,a18,5,80000.0,,0,,
0,a19,5,80000.0,,0,,
0,a20,5,15000.0,,0,,
0,a21,5,5000.0,,0,,
0,a22,5,5000.0,,0,,
0,a23,5,0.0,,0,,
0,a24,5,15000.0,,0,,
0,a25,5,2000.0,,0,,
0,a26,5,5000.0,,0,,
0,a27,5,15000.0,,0,,
0,a28,5,5000.0,,0,,
0,a29,5,80000.0,,0,,
0,a30,5,80000.0,,0,,
0,a31,5,15000.0,,0,,
0,a32,5,15000.0,,0,,
0,a33,5,50000.0,,0,,
0,a34,5,80000.0,,0,,
0,a35,5,15000.0,,0,,
0,a36,5,5000.0,,0,,
0,a37,5,2000.0,,0,,
0,a38,5,80000.0,,0,,
0,a39,5,5000.0,,0,,
0,a40,5,50000.0,,0,,
0,a41,5,50000.0,,0,,
0,a42,5,5000.0,,0,,
0,a43,5,5000.0,,0,,
0,a44,5,30000.0,,0,,
0,a45,5,5000.0,,0,,
0,a46,5,15000.0,,0,,
0,a47,5,2000.0,,0,,
0,a48,5,15000.0,,0,,
0,a49,5,50000.0,,0,,
0,a50,5,15000.0,,0,,
0,a51,5,2000.0,,0,,
0,a52,5,30000.0,,0,,
0,a53,5,0.0,,0,,
0,a54,5,50000.0,,0,,
0,a55,5,80000.0,,0,,
0,a56,5,30000.0,,0,,
0,a57,5,5000.0,,0,,
0,a58,5,2000.0,,0,,
0,a59,5,15000.0,,0,,
0,a60,5,80000.0,,0,,
0,a61,5,50000.0,,0,,
0,a62,5,50000.0,,0,,
0,a63,5,0.0,,0,,
0,a64,5,2000.0,,0,,
0,a65,5,5000.0,,0,,
0,a66,5,80000.0,,0,,
0,a67,5,5000.0,,0,,
0,a68,5,5000.0,,0,,
0,a69,5,80000.0,,0,,
0,a70,5,5000.0,,0,,
0,a71,5,30000.0,,0,,
0,a72,5,2000.0,,0,,
